"도로형태별","시간대별","월별","항목","단위","2017 년","2018 년","2019 년","2020 년","2021 년",
"고가도로위","02시-04시","12월","사고건수[건]","건","3","","1","2","",
"고가도로위","02시-04시","12월","사망자수[명]","명","0","","0","0","",
"고가도로위","02시-04시","12월","부상자수[명]","명","6","","1","3","",
"고가도로위","04시-06시","전체","사고건수[건]","건","41","26","24","25","24",
"고가도로위","04시-06시","전체","사망자수[명]","명","5","0","4","2","1",
"고가도로위","04시-06시","전체","부상자수[명]","명","73","37","39","42","36",
"고가도로위","04시-06시","1월","사고건수[건]","건","7","4","2","4","",
"고가도로위","04시-06시","1월","사망자수[명]","명","0","0","2","1","",
"고가도로위","04시-06시","1월","부상자수[명]","명","11","6","3","8","",
"고가도로위","04시-06시","2월","사고건수[건]","건","2","4","1","3","1",
"고가도로위","04시-06시","2월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","04시-06시","2월","부상자수[명]","명","6","4","2","9","1",
"고가도로위","04시-06시","3월","사고건수[건]","건","3","3","2","4","",
"고가도로위","04시-06시","3월","사망자수[명]","명","0","0","1","0","",
"고가도로위","04시-06시","3월","부상자수[명]","명","3","3","2","6","",
"고가도로위","04시-06시","4월","사고건수[건]","건","","1","","2","1",
"고가도로위","04시-06시","4월","사망자수[명]","명","","0","","1","0",
"고가도로위","04시-06시","4월","부상자수[명]","명","","1","","1","1",
"고가도로위","04시-06시","5월","사고건수[건]","건","3","3","","1","3",
"고가도로위","04시-06시","5월","사망자수[명]","명","0","0","","0","0",
"고가도로위","04시-06시","5월","부상자수[명]","명","4","7","","1","6",
"고가도로위","04시-06시","6월","사고건수[건]","건","4","3","1","1","",
"고가도로위","04시-06시","6월","사망자수[명]","명","1","0","0","0","",
"고가도로위","04시-06시","6월","부상자수[명]","명","3","3","1","3","",
"고가도로위","04시-06시","7월","사고건수[건]","건","3","1","1","3","4",
"고가도로위","04시-06시","7월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","04시-06시","7월","부상자수[명]","명","6","1","4","4","7",
"고가도로위","04시-06시","8월","사고건수[건]","건","3","1","1","1","1",
"고가도로위","04시-06시","8월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","04시-06시","8월","부상자수[명]","명","9","2","1","1","1",
"고가도로위","04시-06시","9월","사고건수[건]","건","3","1","3","","5",
"고가도로위","04시-06시","9월","사망자수[명]","명","1","0","0","","0",
"고가도로위","04시-06시","9월","부상자수[명]","명","2","4","3","","9",
"고가도로위","04시-06시","10월","사고건수[건]","건","","1","1","4","2",
"고가도로위","04시-06시","10월","사망자수[명]","명","","0","0","0","0",
"고가도로위","04시-06시","10월","부상자수[명]","명","","1","1","5","2",
"고가도로위","04시-06시","11월","사고건수[건]","건","8","1","1","1","2",
"고가도로위","04시-06시","11월","사망자수[명]","명","1","0","1","0","1",
"고가도로위","04시-06시","11월","부상자수[명]","명","16","2","0","2","1",
"고가도로위","04시-06시","12월","사고건수[건]","건","5","3","11","1","5",
"고가도로위","04시-06시","12월","사망자수[명]","명","2","0","0","0","0",
"고가도로위","04시-06시","12월","부상자수[명]","명","13","3","22","2","8",
"고가도로위","06시-08시","전체","사고건수[건]","건","44","45","44","35","51",
"고가도로위","06시-08시","전체","사망자수[명]","명","0","0","2","1","0",
"고가도로위","06시-08시","전체","부상자수[명]","명","70","82","68","80","89",
"고가도로위","06시-08시","1월","사고건수[건]","건","11","5","4","4","3",
"고가도로위","06시-08시","1월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","06시-08시","1월","부상자수[명]","명","21","6","7","6","3",
"고가도로위","06시-08시","2월","사고건수[건]","건","3","4","5","1","6",
"고가도로위","06시-08시","2월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","06시-08시","2월","부상자수[명]","명","5","9","9","3","6",
"고가도로위","06시-08시","3월","사고건수[건]","건","3","3","1","3","5",
"고가도로위","06시-08시","3월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","06시-08시","3월","부상자수[명]","명","4","10","1","4","15",
"고가도로위","06시-08시","4월","사고건수[건]","건","3","4","5","2","5",
"고가도로위","06시-08시","4월","사망자수[명]","명","0","0","1","0","0",
"고가도로위","06시-08시","4월","부상자수[명]","명","3","13","5","3","8",
"고가도로위","06시-08시","5월","사고건수[건]","건","2","4","1","2","6",
"고가도로위","06시-08시","5월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","06시-08시","5월","부상자수[명]","명","3","6","1","6","11",
"고가도로위","06시-08시","6월","사고건수[건]","건","1","3","4","3","2",
"고가도로위","06시-08시","6월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","06시-08시","6월","부상자수[명]","명","3","6","7","9","4",
"고가도로위","06시-08시","7월","사고건수[건]","건","7","4","4","2","4",
"고가도로위","06시-08시","7월","사망자수[명]","명","0","0","0","1","0",
"고가도로위","06시-08시","7월","부상자수[명]","명","9","5","4","3","5",
"고가도로위","06시-08시","8월","사고건수[건]","건","2","2","","1","2",
"고가도로위","06시-08시","8월","사망자수[명]","명","0","0","","0","0",
"고가도로위","06시-08시","8월","부상자수[명]","명","3","2","","1","4",
"고가도로위","06시-08시","9월","사고건수[건]","건","3","3","7","4","3",
"고가도로위","06시-08시","9월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","06시-08시","9월","부상자수[명]","명","4","3","13","21","3",
"고가도로위","06시-08시","10월","사고건수[건]","건","3","5","5","1","3",
"고가도로위","06시-08시","10월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","06시-08시","10월","부상자수[명]","명","5","5","6","2","4",
"고가도로위","06시-08시","11월","사고건수[건]","건","4","3","1","8","8",
"고가도로위","06시-08시","11월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","06시-08시","11월","부상자수[명]","명","5","8","1","16","20",
"고가도로위","06시-08시","12월","사고건수[건]","건","2","5","7","4","4",
"고가도로위","06시-08시","12월","사망자수[명]","명","0","0","1","0","0",
"고가도로위","06시-08시","12월","부상자수[명]","명","5","9","14","6","6",
"고가도로위","08시-10시","전체","사고건수[건]","건","64","67","75","66","69",
"고가도로위","08시-10시","전체","사망자수[명]","명","1","0","2","1","1",
"고가도로위","08시-10시","전체","부상자수[명]","명","104","132","116","105","108",
"고가도로위","08시-10시","1월","사고건수[건]","건","3","5","3","8","6",
"고가도로위","08시-10시","1월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","1월","부상자수[명]","명","3","5","5","14","8",
"고가도로위","08시-10시","2월","사고건수[건]","건","10","10","7","4","7",
"고가도로위","08시-10시","2월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","2월","부상자수[명]","명","16","31","11","14","8",
"고가도로위","08시-10시","3월","사고건수[건]","건","5","5","3","4","4",
"고가도로위","08시-10시","3월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","3월","부상자수[명]","명","6","12","7","5","5",
"고가도로위","08시-10시","4월","사고건수[건]","건","6","4","6","4","11",
"고가도로위","08시-10시","4월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","4월","부상자수[명]","명","12","6","7","8","20",
"고가도로위","08시-10시","5월","사고건수[건]","건","2","7","9","8","9",
"고가도로위","08시-10시","5월","사망자수[명]","명","0","0","2","1","1",
"고가도로위","08시-10시","5월","부상자수[명]","명","3","15","14","10","13",
"고가도로위","08시-10시","6월","사고건수[건]","건","3","12","6","3","2",
"고가도로위","08시-10시","6월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","6월","부상자수[명]","명","3","23","8","4","4",
"고가도로위","08시-10시","7월","사고건수[건]","건","5","2","7","9","4",
"고가도로위","08시-10시","7월","사망자수[명]","명","1","0","0","0","0",
"고가도로위","08시-10시","7월","부상자수[명]","명","4","4","11","11","8",
"고가도로위","08시-10시","8월","사고건수[건]","건","5","5","7","8","8",
"고가도로위","08시-10시","8월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","8월","부상자수[명]","명","12","6","11","9","14",
"고가도로위","08시-10시","9월","사고건수[건]","건","6","5","7","3","3",
"고가도로위","08시-10시","9월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","9월","부상자수[명]","명","8","7","14","3","9",
"고가도로위","08시-10시","10월","사고건수[건]","건","2","4","9","6","3",
"고가도로위","08시-10시","10월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","10월","부상자수[명]","명","3","5","10","10","4",
"고가도로위","08시-10시","11월","사고건수[건]","건","9","5","7","6","5",
"고가도로위","08시-10시","11월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","11월","부상자수[명]","명","12","12","10","13","6",
"고가도로위","08시-10시","12월","사고건수[건]","건","8","3","4","3","7",
"고가도로위","08시-10시","12월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","08시-10시","12월","부상자수[명]","명","22","6","8","4","9",
"고가도로위","10시-12시","전체","사고건수[건]","건","54","51","62","45","77",
"고가도로위","10시-12시","전체","사망자수[명]","명","1","1","0","0","1",
"고가도로위","10시-12시","전체","부상자수[명]","명","106","106","88","70","130",
"고가도로위","10시-12시","1월","사고건수[건]","건","4","3","2","2","7",
"고가도로위","10시-12시","1월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","10시-12시","1월","부상자수[명]","명","8","9","2","2","10",
"고가도로위","10시-12시","2월","사고건수[건]","건","7","8","6","7","2",
"고가도로위","10시-12시","2월","사망자수[명]","명","1","0","0","0","0",
"고가도로위","10시-12시","2월","부상자수[명]","명","7","12","9","9","4",
"고가도로위","10시-12시","3월","사고건수[건]","건","4","6","4","6","6",
"고가도로위","10시-12시","3월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","10시-12시","3월","부상자수[명]","명","8","13","5","11","9",
"고가도로위","10시-12시","4월","사고건수[건]","건","5","4","4","2","3",
"고가도로위","10시-12시","4월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","10시-12시","4월","부상자수[명]","명","13","13","5","4","7",
"고가도로위","10시-12시","5월","사고건수[건]","건","4","6","7","2","2",
"고가도로위","10시-12시","5월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","10시-12시","5월","부상자수[명]","명","6","10","10","2","6",
"고가도로위","10시-12시","6월","사고건수[건]","건","2","3","4","1","8",
"고가도로위","10시-12시","6월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","10시-12시","6월","부상자수[명]","명","7","5","6","2","13",
"고가도로위","10시-12시","7월","사고건수[건]","건","4","5","11","4","7",
"고가도로위","10시-12시","7월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","10시-12시","7월","부상자수[명]","명","7","12","19","9","11",
"고가도로위","10시-12시","8월","사고건수[건]","건","8","2","5","3","9",
"고가도로위","10시-12시","8월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","10시-12시","8월","부상자수[명]","명","18","4","7","6","13",
"고가도로위","10시-12시","9월","사고건수[건]","건","4","3","4","5","6",
"고가도로위","10시-12시","9월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","10시-12시","9월","부상자수[명]","명","8","10","4","7","11",
"고가도로위","10시-12시","10월","사고건수[건]","건","6","4","6","4","10",
"고가도로위","10시-12시","10월","사망자수[명]","명","0","1","0","0","0",
"고가도로위","10시-12시","10월","부상자수[명]","명","13","5","10","5","17",
"고가도로위","10시-12시","11월","사고건수[건]","건","5","3","4","5","10",
"고가도로위","10시-12시","11월","사망자수[명]","명","0","0","0","0","1",
"고가도로위","10시-12시","11월","부상자수[명]","명","10","7","5","6","21",
"고가도로위","10시-12시","12월","사고건수[건]","건","1","4","5","4","7",
"고가도로위","10시-12시","12월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","10시-12시","12월","부상자수[명]","명","1","6","6","7","8",
"고가도로위","12시-14시","전체","사고건수[건]","건","43","56","62","50","71",
"고가도로위","12시-14시","전체","사망자수[명]","명","0","2","1","2","1",
"고가도로위","12시-14시","전체","부상자수[명]","명","83","107","120","87","114",
"고가도로위","12시-14시","1월","사고건수[건]","건","3","5","1","3","5",
"고가도로위","12시-14시","1월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","12시-14시","1월","부상자수[명]","명","9","16","6","5","6",
"고가도로위","12시-14시","2월","사고건수[건]","건","6","6","6","6","4",
"고가도로위","12시-14시","2월","사망자수[명]","명","0","0","0","1","0",
"고가도로위","12시-14시","2월","부상자수[명]","명","13","11","11","5","4",
"고가도로위","12시-14시","3월","사고건수[건]","건","1","3","4","1","4",
"고가도로위","12시-14시","3월","사망자수[명]","명","0","0","1","0","0",
"고가도로위","12시-14시","3월","부상자수[명]","명","1","5","3","10","5",
"고가도로위","12시-14시","4월","사고건수[건]","건","2","6","5","1","3",
"고가도로위","12시-14시","4월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","12시-14시","4월","부상자수[명]","명","3","9","11","1","3",
"고가도로위","12시-14시","5월","사고건수[건]","건","3","5","5","2","7",
"고가도로위","12시-14시","5월","사망자수[명]","명","0","2","0","0","1",
"고가도로위","12시-14시","5월","부상자수[명]","명","5","4","9","2","7",
"고가도로위","12시-14시","6월","사고건수[건]","건","5","3","3","7","5",
"고가도로위","12시-14시","6월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","12시-14시","6월","부상자수[명]","명","7","3","7","10","7",
"고가도로위","12시-14시","7월","사고건수[건]","건","4","5","7","4","6",
"고가도로위","12시-14시","7월","사망자수[명]","명","0","0","0","1","0",
"고가도로위","12시-14시","7월","부상자수[명]","명","5","7","19","5","11",
"고가도로위","12시-14시","8월","사고건수[건]","건","5","3","5","5","7",
"고가도로위","12시-14시","8월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","12시-14시","8월","부상자수[명]","명","8","7","7","8","10",
"고가도로위","12시-14시","9월","사고건수[건]","건","4","6","4","3","6",
"고가도로위","12시-14시","9월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","12시-14시","9월","부상자수[명]","명","11","13","5","6","8",
"고가도로위","12시-14시","10월","사고건수[건]","건","2","6","11","4","10",
"고가도로위","12시-14시","10월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","12시-14시","10월","부상자수[명]","명","8","7","20","10","18",
"고가도로위","12시-14시","11월","사고건수[건]","건","1","4","7","9","7",
"고가도로위","12시-14시","11월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","12시-14시","11월","부상자수[명]","명","1","6","16","18","13",
"고가도로위","12시-14시","12월","사고건수[건]","건","7","4","4","5","7",
"고가도로위","12시-14시","12월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","12시-14시","12월","부상자수[명]","명","12","19","6","7","22",
"고가도로위","14시-16시","전체","사고건수[건]","건","42","62","60","67","78",
"고가도로위","14시-16시","전체","사망자수[명]","명","0","3","0","0","0",
"고가도로위","14시-16시","전체","부상자수[명]","명","78","97","106","104","139",
"고가도로위","14시-16시","1월","사고건수[건]","건","6","7","2","5","7",
"고가도로위","14시-16시","1월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","14시-16시","1월","부상자수[명]","명","15","9","4","7","13",
"고가도로위","14시-16시","2월","사고건수[건]","건","7","7","6","5","13",
"고가도로위","14시-16시","2월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","14시-16시","2월","부상자수[명]","명","14","9","7","7","27",
"고가도로위","14시-16시","3월","사고건수[건]","건","","9","6","5","7",
"고가도로위","14시-16시","3월","사망자수[명]","명","","1","0","0","0",
"고가도로위","14시-16시","3월","부상자수[명]","명","","11","8","8","9",
"고가도로위","14시-16시","4월","사고건수[건]","건","5","3","3","3","9",
"고가도로위","14시-16시","4월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","14시-16시","4월","부상자수[명]","명","11","3","4","6","13",
"고가도로위","14시-16시","5월","사고건수[건]","건","1","3","5","4","5",
"고가도로위","14시-16시","5월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","14시-16시","5월","부상자수[명]","명","1","3","6","6","10",
"고가도로위","14시-16시","6월","사고건수[건]","건","4","4","6","16","6",
"고가도로위","14시-16시","6월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","14시-16시","6월","부상자수[명]","명","5","7","7","27","10",
"고가도로위","14시-16시","7월","사고건수[건]","건","6","4","6","7","5",
"고가도로위","14시-16시","7월","사망자수[명]","명","0","1","0","0","0",
"고가도로위","14시-16시","7월","부상자수[명]","명","11","22","13","10","14",
"고가도로위","14시-16시","8월","사고건수[건]","건","4","2","11","5","7",
"고가도로위","14시-16시","8월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","14시-16시","8월","부상자수[명]","명","10","2","30","8","9",
"고가도로위","14시-16시","9월","사고건수[건]","건","3","5","1","2","5",
"고가도로위","14시-16시","9월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","14시-16시","9월","부상자수[명]","명","3","7","1","3","8",
"고가도로위","14시-16시","10월","사고건수[건]","건","3","6","3","7","3",
"고가도로위","14시-16시","10월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","14시-16시","10월","부상자수[명]","명","3","10","4","9","3",
"고가도로위","14시-16시","11월","사고건수[건]","건","2","8","7","5","5",
"고가도로위","14시-16시","11월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","14시-16시","11월","부상자수[명]","명","4","9","14","10","13",
"고가도로위","14시-16시","12월","사고건수[건]","건","1","4","4","3","6",
"고가도로위","14시-16시","12월","사망자수[명]","명","0","1","0","0","0",
"고가도로위","14시-16시","12월","부상자수[명]","명","1","5","8","3","10",
"고가도로위","16시-18시","전체","사고건수[건]","건","52","73","77","60","73",
"고가도로위","16시-18시","전체","사망자수[명]","명","0","2","1","1","0",
"고가도로위","16시-18시","전체","부상자수[명]","명","92","129","137","96","120",
"고가도로위","16시-18시","1월","사고건수[건]","건","5","11","3","4","4",
"고가도로위","16시-18시","1월","사망자수[명]","명","0","0","0","1","0",
"고가도로위","16시-18시","1월","부상자수[명]","명","12","19","9","8","5",
"고가도로위","16시-18시","2월","사고건수[건]","건","3","6","5","5","5",
"고가도로위","16시-18시","2월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","16시-18시","2월","부상자수[명]","명","11","16","9","8","10",
"고가도로위","16시-18시","3월","사고건수[건]","건","5","5","7","7","6",
"고가도로위","16시-18시","3월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","16시-18시","3월","부상자수[명]","명","7","7","9","11","16",
"고가도로위","16시-18시","4월","사고건수[건]","건","5","5","7","5","10",
"고가도로위","16시-18시","4월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","16시-18시","4월","부상자수[명]","명","10","13","9","8","16",
"고가도로위","16시-18시","5월","사고건수[건]","건","6","10","13","6","4",
"고가도로위","16시-18시","5월","사망자수[명]","명","0","1","1","0","0",
"고가도로위","16시-18시","5월","부상자수[명]","명","8","19","21","8","4",
"고가도로위","16시-18시","6월","사고건수[건]","건","2","10","2","5","10",
"고가도로위","16시-18시","6월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","16시-18시","6월","부상자수[명]","명","2","13","5","8","15",
"고가도로위","16시-18시","7월","사고건수[건]","건","3","3","7","2","6",
"고가도로위","16시-18시","7월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","16시-18시","7월","부상자수[명]","명","8","5","13","2","9",
"고가도로위","16시-18시","8월","사고건수[건]","건","4","8","4","4","6",
"고가도로위","16시-18시","8월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","16시-18시","8월","부상자수[명]","명","9","18","12","6","9",
"고가도로위","16시-18시","9월","사고건수[건]","건","3","5","6","4","4",
"고가도로위","16시-18시","9월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","16시-18시","9월","부상자수[명]","명","3","9","7","5","8",
"고가도로위","16시-18시","10월","사고건수[건]","건","1","3","11","7","6",
"고가도로위","16시-18시","10월","사망자수[명]","명","0","1","0","0","0",
"고가도로위","16시-18시","10월","부상자수[명]","명","2","3","22","10","8",
"고가도로위","16시-18시","11월","사고건수[건]","건","10","5","4","6","5",
"고가도로위","16시-18시","11월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","16시-18시","11월","부상자수[명]","명","14","5","8","12","10",
"고가도로위","16시-18시","12월","사고건수[건]","건","5","2","8","5","7",
"고가도로위","16시-18시","12월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","16시-18시","12월","부상자수[명]","명","6","2","13","10","10",
"고가도로위","18시-20시","전체","사고건수[건]","건","78","89","95","72","101",
"고가도로위","18시-20시","전체","사망자수[명]","명","1","1","2","5","1",
"고가도로위","18시-20시","전체","부상자수[명]","명","161","160","146","118","182",
"고가도로위","18시-20시","1월","사고건수[건]","건","13","9","6","2","4",
"고가도로위","18시-20시","1월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","18시-20시","1월","부상자수[명]","명","21","14","15","7","8",
"고가도로위","18시-20시","2월","사고건수[건]","건","6","11","6","12","7",
"고가도로위","18시-20시","2월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","18시-20시","2월","부상자수[명]","명","9","21","7","19","9",
"고가도로위","18시-20시","3월","사고건수[건]","건","5","5","9","4","9",
"고가도로위","18시-20시","3월","사망자수[명]","명","0","0","0","1","1",
"고가도로위","18시-20시","3월","부상자수[명]","명","13","7","12","3","11",
"고가도로위","18시-20시","4월","사고건수[건]","건","8","6","7","5","7",
"고가도로위","18시-20시","4월","사망자수[명]","명","0","0","0","1","0",
"고가도로위","18시-20시","4월","부상자수[명]","명","11","13","12","9","11",
"고가도로위","18시-20시","5월","사고건수[건]","건","6","7","4","6","7",
"고가도로위","18시-20시","5월","사망자수[명]","명","0","0","0","2","0",
"고가도로위","18시-20시","5월","부상자수[명]","명","12","10","5","10","9",
"고가도로위","18시-20시","6월","사고건수[건]","건","3","7","6","5","10",
"고가도로위","18시-20시","6월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","18시-20시","6월","부상자수[명]","명","3","12","7","7","22",
"고가도로위","18시-20시","7월","사고건수[건]","건","3","2","9","1","8",
"고가도로위","18시-20시","7월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","18시-20시","7월","부상자수[명]","명","9","3","17","1","16",
"고가도로위","18시-20시","8월","사고건수[건]","건","4","7","5","3","5",
"고가도로위","18시-20시","8월","사망자수[명]","명","1","0","0","0","0",
"고가도로위","18시-20시","8월","부상자수[명]","명","6","10","5","4","7",
"고가도로위","18시-20시","9월","사고건수[건]","건","7","4","7","4","13",
"고가도로위","18시-20시","9월","사망자수[명]","명","0","1","0","0","0",
"고가도로위","18시-20시","9월","부상자수[명]","명","12","8","11","5","25",
"고가도로위","18시-20시","10월","사고건수[건]","건","5","11","11","8","6",
"고가도로위","18시-20시","10월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","18시-20시","10월","부상자수[명]","명","18","25","16","16","21",
"고가도로위","18시-20시","11월","사고건수[건]","건","12","8","15","13","12",
"고가도로위","18시-20시","11월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","18시-20시","11월","부상자수[명]","명","31","16","23","22","20",
"고가도로위","18시-20시","12월","사고건수[건]","건","6","12","10","9","13",
"고가도로위","18시-20시","12월","사망자수[명]","명","0","0","2","1","0",
"고가도로위","18시-20시","12월","부상자수[명]","명","16","21","16","15","23",
"고가도로위","20시-22시","전체","사고건수[건]","건","41","54","53","38","52",
"고가도로위","20시-22시","전체","사망자수[명]","명","3","2","1","1","1",
"고가도로위","20시-22시","전체","부상자수[명]","명","83","91","100","66","84",
"고가도로위","20시-22시","1월","사고건수[건]","건","4","5","5","2","5",
"고가도로위","20시-22시","1월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","20시-22시","1월","부상자수[명]","명","8","7","8","3","7",
"고가도로위","20시-22시","2월","사고건수[건]","건","2","2","3","1","8",
"고가도로위","20시-22시","2월","사망자수[명]","명","1","0","0","0","0",
"고가도로위","20시-22시","2월","부상자수[명]","명","3","2","9","1","13",
"고가도로위","20시-22시","3월","사고건수[건]","건","3","6","6","5","3",
"고가도로위","20시-22시","3월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","20시-22시","3월","부상자수[명]","명","10","11","8","8","6",
"고가도로위","20시-22시","4월","사고건수[건]","건","4","9","3","5","3",
"고가도로위","20시-22시","4월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","20시-22시","4월","부상자수[명]","명","4","18","5","8","7",
"고가도로위","20시-22시","5월","사고건수[건]","건","4","5","2","4","4",
"고가도로위","20시-22시","5월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","20시-22시","5월","부상자수[명]","명","15","13","2","10","7",
"고가도로위","20시-22시","6월","사고건수[건]","건","4","7","2","4","3",
"고가도로위","20시-22시","6월","사망자수[명]","명","1","0","0","0","0",
"고가도로위","20시-22시","6월","부상자수[명]","명","4","12","6","4","4",
"고가도로위","20시-22시","7월","사고건수[건]","건","4","4","5","6","4",
"고가도로위","20시-22시","7월","사망자수[명]","명","1","0","0","0","0",
"고가도로위","20시-22시","7월","부상자수[명]","명","6","7","9","14","4",
"고가도로위","20시-22시","8월","사고건수[건]","건","","2","5","3","6",
"고가도로위","20시-22시","8월","사망자수[명]","명","","0","0","0","1",
"고가도로위","20시-22시","8월","부상자수[명]","명","","2","7","3","6",
"고가도로위","20시-22시","9월","사고건수[건]","건","6","4","5","2","3",
"고가도로위","20시-22시","9월","사망자수[명]","명","0","2","0","0","0",
"고가도로위","20시-22시","9월","부상자수[명]","명","16","5","16","4","6",
"고가도로위","20시-22시","10월","사고건수[건]","건","6","3","9","1","3",
"고가도로위","20시-22시","10월","사망자수[명]","명","0","0","0","1","0",
"고가도로위","20시-22시","10월","부상자수[명]","명","8","3","11","0","5",
"고가도로위","20시-22시","11월","사고건수[건]","건","1","4","3","","5",
"고가도로위","20시-22시","11월","사망자수[명]","명","0","0","0","","0",
"고가도로위","20시-22시","11월","부상자수[명]","명","1","8","8","","7",
"고가도로위","20시-22시","12월","사고건수[건]","건","3","3","5","5","5",
"고가도로위","20시-22시","12월","사망자수[명]","명","0","0","1","0","0",
"고가도로위","20시-22시","12월","부상자수[명]","명","8","3","11","11","12",
"고가도로위","22시-24시","전체","사고건수[건]","건","62","48","31","46","56",
"고가도로위","22시-24시","전체","사망자수[명]","명","5","0","0","0","2",
"고가도로위","22시-24시","전체","부상자수[명]","명","152","79","61","70","84",
"고가도로위","22시-24시","1월","사고건수[건]","건","4","5","2","2","4",
"고가도로위","22시-24시","1월","사망자수[명]","명","0","0","0","0","2",
"고가도로위","22시-24시","1월","부상자수[명]","명","14","10","5","3","5",
"고가도로위","22시-24시","2월","사고건수[건]","건","8","12","5","6","2",
"고가도로위","22시-24시","2월","사망자수[명]","명","1","0","0","0","0",
"고가도로위","22시-24시","2월","부상자수[명]","명","18","19","9","9","3",
"고가도로위","22시-24시","3월","사고건수[건]","건","5","2","3","3","3",
"고가도로위","22시-24시","3월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","22시-24시","3월","부상자수[명]","명","10","3","7","3","4",
"고가도로위","22시-24시","4월","사고건수[건]","건","7","2","2","4","10",
"고가도로위","22시-24시","4월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","22시-24시","4월","부상자수[명]","명","10","3","3","6","15",
"고가도로위","22시-24시","5월","사고건수[건]","건","9","3","4","7","5",
"고가도로위","22시-24시","5월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","22시-24시","5월","부상자수[명]","명","21","3","6","12","8",
"고가도로위","22시-24시","6월","사고건수[건]","건","6","5","2","3","5",
"고가도로위","22시-24시","6월","사망자수[명]","명","0","0","0","0","0",
"고가도로위","22시-24시","6월","부상자수[명]","명","13","7","5","3","8",
"고가도로위","22시-24시","7월","사고건수[건]","건","5","1","1","","4",
"고가도로위","22시-24시","7월","사망자수[명]","명","1","0","0","","0",
"고가도로위","22시-24시","7월","부상자수[명]","명","12","2","1","","10",
