RECV_DEPT_NM,RECV_CPLT_DM,NPA_CL,EVT_STAT_CD,EVT_CL_CD,RPTER_SEX,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,SME_EVT_YN
대전청,1634872481,13,10,215,1,대전광역시 유성구 송강동 (행정:관평동) 534,127.3834,36.42257,-1
충남청,1634871539,19,10,215,2,0,0.0,0.0,-1
충남청,1635222245,19,10,215,2,충청남도 아산시 용화동 (행정:온양5동) 175-2,126.99571,36.76686,-1
충남청,1634871765,31,10,215,1,세종특별자치시 세종시 나성동(새롬동) 716,127.260506,36.48208,1
대전청,1634871180,13,10,215,3,대전광역시 서구 만년동(만년동) 257,127.376175,36.366196,1
충남청,1635223093,19,10,215,1,충청남도 천안시 서북구 직산읍 모시리(직산읍) 242-5,127.12111,36.861107,-1
충남청,1634883337,19,10,215,2,0,0.0,0.0,-1
충남청,1634883125,19,10,215,1,충청남도 천안시 서북구 직산읍 삼은리(행정:직산읍) 76-16,127.14817,36.877487,-1
대전청,1635224228,13,10,215,1,대전광역시 중구 유천동(유천2동) 271-41,127.39925,36.313187,-1
충남청,1635226322,19,10,215,1,충청남도 천안시 서북구 성정동(성정2동) 757,127.14017,36.82405,-1
충남청,1635226627,19,10,215,1,충청남도 서산시 대산읍 독곶리(대산읍) 123-22,126.369194,36.99353,-1
충남청,1635225199,31,10,215,3,세종특별자치시 세종시 새롬동(새롬동) 599,127.248,36.482952,-1
충남청,1635225719,31,10,215,2,세종특별자치시 세종시 다정동 (행정:다정동),127.24428,36.49153,-1
충남청,1634884267,19,10,215,2,0,0.0,0.0,-1
대전청,1634886448,13,10,215,1,대전광역시 대덕구 중리동 (행정:중리동) 442-4,127.42087,36.360798,-1
충남청,1635223355,19,10,215,1,충청남도 예산군 덕산면 사천리(행정:덕산면) 19,126.62217,36.662907,-1
충남청,1635228022,19,10,215,1,충청남도 천안시 서북구 불당동(불당동) 1415,127.107635,36.79784,-1
충남청,1634534861,19,10,215,1,충청남도 천안시 서북구 두정동(부성2동) 944,127.137276,36.833527,-1
대전청,1634740513,13,10,215,1,대전광역시 서구 용문동 (행정:용문동) 232-1,127.39844,36.33966,-1
충남청,1634532152,19,10,215,1,충청남도 천안시 서북구 불당동 (행정:불당동),127.10806,36.817772,-1
충남청,1634533280,31,10,215,2,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 6-4,127.29915,36.60119,-1
충남청,1635227461,19,10,215,2,충청남도 천안시 서북구 불당동 (행정:불당동) 1535-1,127.10881,36.815247,-1
대전청,1635228764,13,10,215,2,대전광역시 유성구 덕명동 (행정:온천1동) 산7-22,127.3082,36.346493,-1
대전청,1635229238,13,10,215,2,대전광역시 서구 관저동(관저2동) 1148,127.33024,36.29883,-1
충남청,1635229542,19,10,215,2,충청남도 서산시 대산읍 영탑리(행정:대산읍) 596-4,126.43987,36.93106,-1
충남청,1635229830,19,10,215,1,0,0.0,0.0,-1
충남청,1634531267,19,10,215,2,충청남도 부여군 부여읍 구아리(행정:부여읍) 328-2,126.91032,36.280964,-1
충남청,1634526853,19,10,215,2,충청남도 아산시 둔포면 둔포리(행정:둔포면) 458-4,127.03714,36.93026,-1
충남청,1634524923,19,10,215,2,충청남도 부여군 규암면 규암리(행정:규암면) 157-1,126.88959,36.275276,-1
충남청,1634525110,19,10,215,1,0,0.0,0.0,-1
충남청,1634525026,19,10,215,1,0,0.0,0.0,-1
충남청,1635230959,19,10,215,2,충청남도 천안시 동남구 원성동(원성1동) 479-1,127.16173,36.809113,-1
충남청,1635080172,19,10,215,1,충청남도 아산시 용화동 (행정:온양5동) 1623,127.01182,36.773304,-1
충남청,1634527010,31,10,215,2,세종특별자치시 세종시 아름동 (행정:아름동) 1276,127.25183,36.51314,-1
충남청,1634526429,31,10,215,1,세종특별자치시 세종시 한솔동 (행정:한솔동) 943,127.25911,36.480312,-1
충남청,1634526637,19,10,215,2,충청남도 천안시 서북구 불당동(불당동) 1537-1,127.10832,36.812904,-1
대전청,1634526533,13,10,215,2,대전광역시 유성구 도룡동(신성동) 4-5,127.397125,36.375835,1
대전청,1634527114,13,10,215,2,대전광역시 동구 가양동(가양1동) 565-3,127.44093,36.34012,-1
충남청,1634527926,19,10,215,2,충청남도 아산시 신창면 읍내리(신창면) 457-9,126.93341,36.773003,-1
충남청,1634892905,19,10,215,1,충청남도 아산시 득산동 (행정:온양4동) 392-2,126.96064,36.78682,-1
충남청,1634528441,19,10,215,1,충청남도 태안군 안면읍 승언리(행정:안면읍) 1064,126.34491,36.520023,-1
충남청,1635144267,31,10,215,2,세종특별자치시 세종시 종촌동(도담동) 169-7,127.2485,36.507153,-1
충남청,1634893322,19,10,215,2,충청남도 천안시 서북구 업성동 (행정:부성1동) 174-1,127.13676,36.857536,-1
충남청,1634896625,19,10,215,2,0,0.0,0.0,-1
충남청,1634529935,19,10,215,1,충청남도 천안시 서북구 불당동 (행정:불당동),127.10806,36.817772,-1
대전청,1634527517,13,10,215,2,대전광역시 중구 오류동 (행정:오류동) 179-10,127.40389,36.326126,-1
충남청,1634894540,19,10,215,1,충청남도 아산시 신창면 남성리(행정:신창면) 837,126.949104,36.784832,1
충남청,1634527471,19,10,215,1,충청남도 당진시 고대면 용두리(행정:고대면) 512-5,126.60241,36.924454,-1
대전청,1634528127,13,10,215,2,대전광역시 유성구 도룡동(신성동) 4-5,127.397125,36.375835,1
충남청,1634894834,19,10,215,1,충청남도 아산시 신창면 남성리(행정:신창면) 837,126.949104,36.784832,1
충남청,1634894666,19,10,215,1,충청남도 아산시 신창면 남성리(행정:신창면) 837,126.949104,36.784832,1
충남청,1635147766,31,10,215,2,세종특별자치시 세종시 아름동 (행정:아름동) 1282,127.24617,36.517838,-1
충남청,1635065097,19,10,215,1,충청남도 당진시 읍내동 (행정:당진1동) 451-20,126.627815,36.898197,-1
대전청,1635146002,13,10,215,3,대전광역시 중구 산성동 (행정:산성동) 279-1,127.38643,36.304474,-1
충남청,1634953894,19,10,215,2,충청남도 당진시 송악읍 전대리(행정:송악읍) 138-7,126.75882,36.902107,-1
충남청,1635068322,19,10,215,2,충청남도 홍성군 홍북읍 신경리(홍북읍) 1770,126.67817,36.651287,-1
충남청,1635048356,15,10,215,1,경기도 평택시 안중읍 현화리(행정:안중읍) 823-3,126.92058,36.985226,0
충남청,1635241776,19,10,215,1,충청남도 논산시 연산면 한전리(행정:연산면) 326-3,127.18651,36.209175,1
대전청,1635244610,13,10,215,2,대전광역시 대덕구 법동 (행정:법1동) 256-3,127.42132,36.368736,-1
충남청,1634957563,19,10,215,2,충청남도 천안시 서북구 성정동 (행정:성정1동) 696-4,127.14054,36.817146,1
충남청,1635242545,19,10,215,1,충청남도 천안시 동남구 신부동 (행정:신안동) 453-1,127.15367,36.818024,-1
충남청,1635048356,19,10,215,1,경기도 평택시 안중읍 현화리(행정:안중읍) 823-3,126.92058,36.985226,-1
대전청,1635080194,13,10,215,1,대전광역시 서구 갈마동 (행정:갈마2동) 1418,127.37711,36.344074,-1
대전청,1635234125,13,10,215,1,대전광역시 서구 용문동 (행정:용문동) 237-23,127.39761,36.338005,-1
충남청,1635235162,31,10,215,3,세종특별자치시 세종시 소담동(소담동) 529,127.30167,36.488056,1
충남청,1635233598,19,10,215,2,충청남도 홍성군 홍북읍 신경리(홍북읍) 544,126.67778,36.657223,1
충남청,1635233524,19,10,215,1,세종특별자치시 세종시 한솔동(한솔동) 1233,127.260956,36.47928,1
충남청,1635232168,19,10,215,1,충청남도 금산군 추부면 마전리(행정:추부면) 419-2,127.46839,36.190117,-1
충남청,1635232189,31,10,215,1,세종특별자치시 세종시 한솔동(한솔동) 1233,127.260956,36.47928,1
충남청,1635232240,19,10,215,2,충청남도 천안시 서북구 불당동 (행정:불당동) 1537-1,127.10834,36.812855,1
충남청,1635081793,19,10,215,2,충청남도 천안시 서북구 두정동 (행정:부성1동) 1221,127.14115,36.835354,-1
충남청,1635232586,31,10,215,1,세종특별자치시 세종시 한솔동(한솔동) 168-91,127.26141,36.479595,1
충남청,1634962187,31,10,215,2,세종특별자치시 세종시 대평동(대평동) 700,127.2789,36.473316,1
충남청,1635232707,19,10,215,1,세종특별자치시 세종시 한솔동(한솔동) 168-91,127.26141,36.479595,1
대전청,1635232357,13,10,215,1,0,127.40466,36.341686,-1
충남청,1635233439,31,10,215,1,세종특별자치시 세종시 한솔동(한솔동) 1233,127.260956,36.47928,1
충남청,1634702201,19,10,215,3,충청남도 천안시 동남구 목천읍 응원리(행정:목천읍) 114-9,127.184135,36.76917,1
충남청,1634702810,19,10,215,1,0,0.0,0.0,-1
충남청,1634700453,19,10,215,2,충청남도 아산시 용화동 (행정:온양5동) 1623,127.01227,36.77203,-1
충남청,1634703280,31,10,215,2,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 145-3,127.29469,36.600887,-1
충남청,1634704317,19,10,215,2,충청남도 공주시 금흥동 (행정:월송동) 287-4,127.14306,36.479977,-1
충남청,1634704408,19,10,215,3,0,0.0,0.0,-1
충남청,1634705400,19,10,215,2,0,0.0,0.0,-1
충남청,1634705380,19,10,215,2,0,0.0,0.0,-1
충남청,1634992772,19,10,215,2,충청남도 서산시 석림동 (행정:수석동) 463-4,126.46292,36.772545,-1
충남청,1634903377,19,10,215,2,충청남도 천안시 동남구 용곡동 (행정:일봉동) 482-16,127.13195,36.78947,-1
대전청,1634701517,13,10,215,1,세종특별자치시 세종시 장군면 금암리(행정:장군면) 310-1,127.222305,36.439034,-1
대전청,1634701517,31,10,215,1,세종특별자치시 세종시 장군면 금암리(행정:장군면) 310-1,127.222305,36.439034,0
충남청,1635126501,19,10,215,1,충청남도 당진시 송악읍 반촌리(행정:송악읍) 767,126.69861,36.89955,-1
충남청,1635126668,19,10,215,1,충청남도 천안시 동남구 신부동 (행정:신안동) 305-6,127.15528,36.825024,-1
대전청,1635124682,13,10,215,2,0,127.40466,36.341686,-1
충남청,1635127581,19,10,215,1,충청남도 서천군 비인면 성내리(행정:비인면) 312,126.60111,36.141716,-1
충남청,1635125526,19,10,215,2,충청남도 아산시 실옥동(온양4동) 20-48,126.99595,36.788925,-1
충남청,1635835886,19,10,215,1,충청남도 공주시 우성면 도천리(행정:우성면) 1-2,127.09823,36.49381,1
충남청,1635433616,19,10,215,2,충청남도 아산시 영인면 성내리(행정:영인면) 395-1,126.99167,36.881,-1
대전청,1635834740,13,10,215,1,대전광역시 동구 자양동(자양동) 67-19,127.44688,36.336792,-1
충남청,1635129087,19,10,215,3,충청남도 홍성군 홍북읍 신경리(홍북읍) 1168,126.67028,36.65278,-1
충남청,1635129371,19,10,215,1,충청남도 아산시 신창면 오목리(행정:신창면) 300-14,126.93355,36.80474,-1
충남청,1635833268,10,10,215,1,대구광역시 동구 각산동 (행정:안심4동) 224-7,128.72046,35.874332,0
충남청,1634971402,19,10,215,2,충청남도 태안군 태안읍 남문리(행정:태안읍),126.28886,36.757442,-1
충남청,1634969865,19,10,215,2,충청남도 서산시 석남동 (행정:석남동),126.45243,36.766888,-1
충남청,1635166707,19,10,215,1,충청남도 부여군 규암면 외리(행정:규암면) 212,126.882256,36.275,-1
충남청,1634972769,19,10,215,3,충청남도 아산시 둔포면 석곡리(둔포면) 1807,127.05503,36.919956,-1
충남청,1634970573,19,10,215,2,충청남도 아산시 남동 (행정:온양6동) 217-3,127.03299,36.773556,-1
충남청,1635742930,19,10,215,1,0,0.0,0.0,-1
충남청,1635296965,19,10,215,1,충청남도 아산시 실옥동(온양4동) 20-48,126.995964,36.788994,-1
대전청,1635741145,13,10,215,3,대전광역시 서구 탄방동(탄방동) 1153,127.39515,36.348923,-1
충남청,1635742312,31,10,215,1,세종특별자치시 세종시 종촌동 (행정:종촌동) 656,127.2512,36.502365,1
충남청,1635298151,19,10,215,1,충청남도 공주시 반포면 봉곡리(행정:반포면) 533-2,127.22574,36.398567,-1
대전청,1634892641,13,10,215,2,대전광역시 서구 도마동 (행정:도마1동) 64-14,127.376396,36.319706,-1
대전청,1635735584,13,10,215,1,대전광역시 동구 가오동(효동) 498,127.45834,36.310745,1
대전청,1635735808,13,10,215,1,대전광역시 동구 가오동(효동) 498,127.45834,36.310745,1
충남청,1634866143,19,10,215,1,충청남도 서천군 장항읍 창선2리(행정:장항읍) 532-7,126.69819,36.011448,-1
충남청,1634891994,19,10,215,2,충청남도 부여군 부여읍 상금리(행정:부여읍) 510-1,126.97166,36.300175,-1
충남청,1635744920,19,10,215,1,충청남도 금산군 진산면 지방리(행정:진산면) 243-1,127.3571,36.17504,-1
충남청,1634862913,19,10,215,2,충청남도 아산시 배방읍 공수리(행정:배방읍) 60-4,127.06387,36.7751,-1
대전청,1634863618,13,10,215,1,대전광역시 유성구 문지동(전민동) 613-2,127.404915,36.390015,-1
대전청,1635744122,13,10,215,1,대전광역시 대덕구 법동 (행정:법1동) ,127.42132,36.368736,-1
충남청,1635746637,19,10,215,2,충청남도 아산시 배방읍 북수리(행정:배방읍) 1185,127.06847,36.773304,-1
대전청,1634887621,13,10,215,1,0,127.40466,36.341686,-1
충남청,1634998452,19,10,215,2,충청남도 당진시 대덕동 (행정:당진2동) 1592,126.63646,36.886883,-1
충남청,1635736108,19,10,215,1,충청남도 홍성군 홍북읍 신경리(행정:홍북읍) 665,126.68343,36.65776,-1
충남청,1635736300,19,10,215,1,충청남도 당진시 송악읍 석포리(행정:송악읍) 845,126.71903,36.92618,-1
충남청,1635736330,19,10,215,2,충청남도 천안시 동남구 봉명동 (행정:봉명동) 38-4,127.14044,36.804436,-1
대전청,1634866109,13,10,215,3,대전광역시 유성구 자운동(신성동) 22-5,127.35043,36.392433,-1
충남청,1635736514,19,10,215,2,충청남도 천안시 동남구 원성동 (행정:원성1동) 454-3,127.1615,36.81119,-1
충남청,1635736754,19,10,215,2,충청남도 아산시 실옥동(온양4동) 20-48,126.995964,36.788994,-1
충남청,1635744916,31,10,215,1,세종특별자치시 세종시 다정동 (행정:다정동),127.24858,36.495617,-1
충남청,1635744909,19,10,215,2,충청남도 서산시 예천동(석남동) 464-1,126.44433,36.77003,-1
대전청,1635735411,13,10,215,1,대전광역시 동구 가오동 (행정:효동) 658,127.45724,36.304844,1
충남청,1635133609,31,10,215,1,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍) 10-4,127.29805,36.60438,-1
충남청,1635739618,19,10,215,1,충청남도 아산시 선장면 군덕리(행정:선장면) 74-2,126.86317,36.787888,-1
충남청,1635132252,19,10,215,2,충청남도 천안시 서북구 두정동 (행정:부성1동) 2063,127.155,36.832104,-1
충남청,1635741131,19,10,215,1,충청남도 천안시 서북구 두정동 (행정:부성2동),127.13197,36.833214,1
충남청,1635738747,19,10,215,1,충청남도 아산시 용화동 (행정:온양5동) 276,126.99835,36.774666,-1
충남청,1635738725,19,10,215,1,충청남도 당진시 수청동(당진1동) 998,126.64712,36.901096,-1
충남청,1635133123,19,10,215,1,충청남도 금산군 금산읍 상리(행정:금산읍) 137-3,127.48865,36.102882,-1
충남청,1635739656,19,10,215,1,충청남도 당진시 송악읍 중흥리(행정:송악읍),126.74359,36.93837,-1
충남청,1635737153,19,10,215,2,충청남도 아산시 신창면 오목리(행정:신창면) 300-14,126.93355,36.80474,-1
충남청,1635133808,19,10,215,2,충청남도 금산군 금산읍 상리(행정:금산읍) 137-3,127.48865,36.102882,-1
충남청,1635133764,31,10,215,3,세종특별자치시 세종시 연기면 세종리(연기면) 산439,127.26833,36.510555,-1
충남청,1635129934,19,10,215,2,충청남도 아산시 모종동 (행정:온양3동),127.01527,36.78458,-1
대전청,1635133019,13,10,215,1,0,127.40466,36.341686,-1
충남청,1635133275,19,10,215,2,충청남도 천안시 서북구 쌍용동 (행정:쌍용2동) 1367,127.117676,36.79972,-1
대전청,1635133939,13,10,215,2,대전광역시 동구 가양동(가양2동) 47-64,127.45412,36.35423,-1
충남청,1634866966,19,10,215,2,충청남도 천안시 서북구 백석동 (행정:백석동) 150-2,127.1189,36.823578,1
충남청,1634868948,19,10,215,1,충청남도 천안시 서북구 성거읍 요방리(행정:성거읍) 121,127.180885,36.855408,-1
충남청,1635130716,19,10,215,1,충청남도 공주시 이인면 이인리(행정:이인면) 236,127.06178,36.36285,-1
충남청,1635132618,19,10,215,1,충청남도 당진시 송악읍 중흥리(행정:송악읍),126.74359,36.93837,-1
충남청,1634867106,19,10,215,2,충청남도 천안시 서북구 백석동 (행정:백석동) 150-2,127.1189,36.823578,1
충남청,1635133406,19,10,215,2,충청남도 천안시 서북구 백석동 (행정:백석동) 930,127.11467,36.82822,-1
충남청,1634869349,19,10,215,2,0,0.0,0.0,-1
충남청,1635337291,19,10,215,1,충청남도 아산시 모종동 (행정:온양3동),127.01293,36.783527,-1
충남청,1635780529,19,10,215,2,충청남도 태안군 태안읍 동문리(행정:태안읍) 932,126.310104,36.7474,-1
충남청,1635334260,31,10,215,1,세종특별자치시 세종시 보람동 (행정:보람동) 738,127.28675,36.47602,-1
충남청,1635137491,19,10,215,2,충청남도 논산시 내동 (행정:취암동) 455,127.09871,36.182735,-1
충남청,1635136518,19,10,215,2,충청남도 서산시 읍내동 (행정:부춘동) 61-3,126.44695,36.776997,-1
대전청,1635137668,13,10,215,1,대전광역시 유성구 가정동 (행정:신성동) 30,127.36103,36.37998,-1
충남청,1635138571,31,10,215,2,세종특별자치시 세종시 소담동 (행정:소담동) 594,127.298416,36.48201,-1
충남청,1635138812,19,10,215,1,충청남도 금산군 금성면 양전리(행정:금성면) 37-7,127.495964,36.11714,-1
충남청,1635134116,31,10,215,1,세종특별자치시 세종시 나성동(한솔동) 419,127.25883,36.485928,-1
대전청,1635464611,13,5,215,3,대전광역시 서구 관저동(관저2동) 1593,127.342224,36.294167,-1
대전청,1635316049,13,10,215,2,대전광역시 서구 둔산동(둔산3동) 1809,127.39559,36.351604,1
충남청,1635319913,19,10,215,2,충청남도 아산시 온천동(온양1동) 85-12,127.00459,36.78219,1
충남청,1635319959,19,10,215,1,0,0.0,0.0,-1
충남청,1635309772,19,10,215,1,충청남도 천안시 동남구 풍세면 남관리(행정:풍세면) 129-7,127.12751,36.753235,-1
충남청,1635309687,19,10,215,1,충청남도 아산시 실옥동(온양4동) 20-48,126.995964,36.788994,-1
충남청,1635468863,19,10,215,1,0,0.0,0.0,-1
충남청,1635409711,19,10,215,2,충청남도 천안시 동남구 신부동 (행정:신안동) 271-8,127.16224,36.82982,-1
충남청,1635409931,19,10,215,1,충청남도 당진시 읍내동 (행정:당진1동) 1061,126.64047,36.8913,-1
충남청,1635305126,19,10,215,1,0,0.0,0.0,-1
충남청,1635308946,19,10,215,1,충청남도 아산시 용화동 (행정:온양5동),126.995964,36.775692,-1
충남청,1634963052,19,10,215,2,충청남도 천안시 서북구 성정동 (행정:성정1동) 696-4,127.14054,36.817146,1
충남청,1634966287,19,10,215,1,충청남도 예산군 예산읍 주교리(행정:예산읍) 215-5,126.831894,36.686066,-1
충남청,1635305463,19,10,215,2,0,0.0,0.0,-1
충남청,1635305820,19,10,215,2,충청남도 공주시 신관동 (행정:신관동) 180-5,127.13736,36.46971,-1
충남청,1635306256,19,10,215,1,충청남도 천안시 서북구 성환읍 대홍리(행정:성환읍) 246-3,127.13878,36.945633,-1
충남청,1635465741,31,10,215,1,세종특별자치시 세종시 어진동 (행정:도담동) 603,127.269264,36.506683,-1
대전청,1635494055,13,10,215,1,대전광역시 유성구 도룡동 (행정:신성동) 4-18,127.39404,36.37524,1
충남청,1635411439,19,10,215,1,0,0.0,0.0,-1
충남청,1635412904,19,10,215,2,0,0.0,0.0,-1
충남청,1635411700,19,10,215,1,충청남도 천안시 동남구 신방동(신방동) 1491,127.130066,36.77375,-1
충남청,1635411936,19,10,215,2,충청남도 홍성군 홍성읍 대교리(행정:홍성읍) 406-29,126.66821,36.602417,-1
대전청,1635411214,13,10,215,2,대전광역시 서구 둔산동 (행정:둔산3동) 1805,127.401115,36.356045,-1
대전청,1635493665,13,10,215,1,대전광역시 유성구 도룡동 (행정:신성동) 4-18,127.39404,36.37524,1
충남청,1635494989,19,10,215,1,충청남도 계룡시 엄사면 엄사리(행정:엄사면) 336-1,127.23517,36.28651,-1
충남청,1634967549,19,10,215,2,충청남도 서천군 서천읍 군사리(서천읍) 163-5,126.7,36.07611,-1
충남청,1635497210,19,10,215,1,충청남도 아산시 권곡동 (행정:온양3동) 395-5,127.009384,36.792877,-1
충남청,1635412852,19,10,215,2,충청남도 아산시 음봉면 월랑리(음봉면) 702,127.07072,36.843937,1
충남청,1635498340,31,10,215,1,세종특별자치시 세종시 아름동 (행정:아름동) 1350,127.24701,36.5117,-1
충남청,1635324465,19,10,215,1,충청남도 천안시 서북구 불당동 (행정:불당동) 1620,127.108,36.81159,1
충남청,1635058754,19,10,215,1,충청남도 예산군 오가면 신장리(행정:오가면) 1000,126.796745,36.666233,-1
충남청,1635061809,19,10,215,1,충청남도 공주시 신풍면 청흥리(행정:신풍면) 380,126.93632,36.479225,-1
충남청,1635324550,19,10,215,2,충청남도 천안시 서북구 성정동 (행정:성정1동),127.14162,36.81369,-1
충남청,1635324582,19,10,215,1,충청남도 천안시 서북구 불당동 (행정:불당동) 1620,127.108,36.81159,1
충남청,1635324729,19,10,215,2,충청남도 서천군 서천읍 군사리(행정:서천읍),126.69119,36.076103,-1
대전청,1635062398,13,10,215,1,대전광역시 서구 도마동 (행정:도마1동) 144-5,127.380226,36.315285,-1
충남청,1635443002,19,10,215,1,충청남도 천안시 서북구 쌍용동(쌍용1동) 389-39,127.13128,36.796486,-1
충남청,1635442392,19,10,215,1,충청남도 천안시 동남구 안서동(신안동) 산16-1,127.17437,36.84112,-1
충남청,1635056508,19,10,215,1,충청남도 당진시 석문면 통정리(행정:석문면) 1725,126.58566,36.98059,-1
충남청,1635487139,19,10,215,1,충청남도 천안시 동남구 안서동 (행정:신안동) 268,127.183304,36.827744,-1
충남청,1635312016,31,10,215,2,세종특별자치시 세종시 고운동 (행정:고운동) 1705,127.238556,36.507336,-1
충남청,1635459057,19,10,215,1,충청남도 태안군 고남면 누동리(행정:고남면) 770-13,126.41049,36.44521,-1
충남청,1635485517,19,10,215,1,충청남도 천안시 서북구 쌍용동 (행정:쌍용2동) 2050,127.11887,36.79112,-1
충남청,1634977854,19,10,215,2,충청남도 아산시 배방읍 갈매리(행정:배방읍) 508,127.083595,36.767166,1
충남청,1635484916,19,10,215,2,충청남도 서산시 동문동 (행정:동문1동),126.46095,36.79563,-1
충남청,1635484967,19,10,215,1,충청남도 홍성군 결성면 읍내리(행정:결성면),126.54353,36.52272,-1
충남청,1635485850,19,10,215,1,충청남도 아산시 선장면 신덕리(행정:선장면) 187-1,126.842,36.765312,-1
대전청,1635487354,13,10,215,2,대전광역시 동구 낭월동 (행정:산내동) 366,127.46532,36.281796,-1
충남청,1635058099,19,10,215,1,충청남도 보령시 대천동 (행정:대천2동) 340-2,126.590614,36.350628,-1
대전청,1635315462,13,10,215,3,대전광역시 서구 둔산동 (행정:둔산2동) 1158-1,127.377945,36.34891,1
충남청,1635397790,31,10,215,1,세종특별자치시 세종시 고운동 (행정:고운동) 1710,127.23778,36.505478,-1
충남청,1635399275,19,10,215,2,0,0.0,0.0,-1
충남청,1635398688,31,10,215,2,세종특별자치시 세종시 고운동 (행정:고운동),127.2275,36.51642,-1
충남청,1635315076,19,10,215,2,충청남도 논산시 상월면 대촌리(행정:상월면) 372-15,127.16301,36.29511,-1
충남청,1635398371,19,10,215,1,0,0.0,0.0,-1
충남청,1635316454,19,10,215,2,충청남도 천안시 서북구 불당동 (행정:불당동) 1537-1,127.10834,36.812855,1
충남청,1635300697,19,10,215,1,충청남도 아산시 탕정면 갈산리(행정:탕정면) 100,127.074814,36.7998,-1
충남청,1635301951,19,10,215,1,충청남도 홍성군 서부면 궁리(행정:서부면) 301-1,126.47786,36.596954,-1
충남청,1635316248,19,10,215,2,충청남도 아산시 온천동(온양1동) 85-12,127.00459,36.78219,1
충남청,1635304418,19,10,215,2,충청남도 천안시 서북구 업성동 (행정:부성1동) 174-1,127.13676,36.857536,-1
충남청,1635304834,19,10,215,1,0,0.0,0.0,1
대전청,1635302131,13,10,215,2,대전광역시 서구 내동 (행정:내동) 5-9,127.38259,36.332687,-1
충남청,1635470397,19,10,215,1,충청남도 아산시 권곡동 (행정:온양3동) 524-15,127.007835,36.789288,1
충남청,1635398781,19,10,215,2,충청남도 당진시 송악읍 중흥리(행정:송악읍) 396-1,126.74882,36.938786,-1
대전청,1635312636,13,10,215,1,대전광역시 서구 둔산동 (행정:둔산1동) 1510,127.39096,36.351025,1
충남청,1635299129,19,10,215,2,충청남도 보령시 명천동(대천4동) 136-2,126.61118,36.343758,-1
충남청,1635400732,19,10,215,1,0,0.0,0.0,-1
충남청,1635402873,19,10,215,2,충청남도 천안시 동남구 신부동(신안동) 910-2,127.15063,36.821213,-1
충남청,1635472076,19,10,215,2,충청남도 서천군 마서면 계동리(마서면) 21-2,126.7069,36.06254,-1
충남청,1635141586,19,10,215,2,충청남도 천안시 동남구 청당동 (행정:청룡동) 481,127.15611,36.78683,-1
대전청,1635142922,13,10,215,2,0,127.40466,36.341686,-1
충남청,1635141396,31,10,215,1,세종특별자치시 세종시 아름동 (행정:아름동) 1350,127.24701,36.5117,-1
충남청,1635141635,31,10,215,2,세종특별자치시 세종시 장군면 봉안리(행정:장군면) 448-34,127.21813,36.499607,-1
충남청,1635141713,19,10,215,1,충청남도 천안시 서북구 성정동 (행정:성정2동) 1231,127.13512,36.82755,1
대전청,1635401787,13,10,215,2,대전광역시 대덕구 비래동 (행정:비래동) 117-19,127.44955,36.359306,-1
충남청,1635400072,19,10,215,1,충청남도 홍성군 홍성읍 고암리(행정:홍성읍) 1077,126.67424,36.59374,-1
충남청,1635402479,19,10,215,2,충청남도 천안시 동남구 병천면 병천리(행정:병천면) 263-4,127.29249,36.762936,-1
충남청,1635400088,19,10,215,3,충청남도 천안시 서북구 성환읍 성환리(성환읍) 449-850,127.12836,36.92049,-1
충남청,1635143503,19,10,215,2,충청남도 천안시 동남구 청당동 (행정:청룡동) 481,127.15611,36.78683,-1
충남청,1635473139,19,10,215,2,충청남도 천안시 서북구 백석동 (행정:백석동) 150-2,127.1189,36.823578,-1
충남청,1635473451,19,10,215,1,충청남도 당진시 채운동 (행정:당진2동) 1117,126.6211,36.89679,-1
충남청,1635474351,19,10,215,2,충청남도 보령시 동대동 (행정:대천3동) 1966,126.613335,36.34813,-1
충남청,1635474470,19,10,215,1,충청남도 서산시 동문동 (행정:동문2동) 313-7,126.45904,36.783466,-1
충남청,1635477458,19,10,215,1,충청남도 아산시 배방읍 공수리(행정:배방읍) 92-9,127.05921,36.77535,1
충남청,1635475003,31,10,215,1,세종특별자치시 세종시 고운동 (행정:고운동) 1403,127.23194,36.514477,1
충남청,1635474936,19,10,215,1,충청남도 천안시 동남구 청당동 (행정:청룡동) 481,127.15611,36.78683,-1
대전청,1635478373,13,10,215,2,대전광역시 중구 대흥동 (행정:대흥동) 496-1,127.42259,36.32669,-1
대전청,1635479348,13,10,215,2,대전광역시 서구 복수동(복수동) 611-2,127.379875,36.30248,1
충남청,1635142897,19,10,215,2,충청남도 아산시 온천동 (행정:온양1동) 85-12,127.00465,36.78224,-1
대전청,1635475221,13,10,215,3,0,127.40466,36.341686,-1
충남청,1635476391,31,10,215,1,세종특별자치시 세종시 고운동 (행정:고운동) 1403,127.23194,36.514477,1
충남청,1635476507,19,10,215,1,충청남도 아산시 배방읍 공수리(행정:배방읍) 92-9,127.05921,36.77535,1
충남청,1635479673,19,10,215,2,충청남도 천안시 서북구 불당동(불당동) 1515,127.10677,36.81801,-1
충남청,1635476673,19,10,215,2,충청남도 당진시 합덕읍 운산리(행정:합덕읍) 262-5,126.774956,36.807964,-1
